"","acc","rmse","f1","auc","sens","spec","fnr","fpr","plr","nlr"
"1",0.833333333333333,0.379300639580893,0.761904761904762,0.905,0.8,0.85,0.2,0.15,5.33333333333333,0.235294117647059
"2",0.766666666666667,0.404477689653052,0.695652173913043,0.806878306878307,0.888888888888889,0.714285714285714,0.111111111111111,0.285714285714286,3.11111111111111,0.155555555555556
"3",0.766666666666667,0.36889587513348,0.695652173913043,0.830687830687831,0.888888888888889,0.714285714285714,0.111111111111111,0.285714285714286,3.11111111111111,0.155555555555556
"4",0.666666666666667,0.491511854288872,0.545454545454545,0.78125,0.428571428571429,0.875,0.571428571428571,0.125,3.42857142857143,0.653061224489796
"5",0.766666666666667,0.378286785702484,0.588235294117647,0.905,0.5,0.9,0.5,0.1,5,0.555555555555556
"6",0.866666666666667,0.339680997624354,0.777777777777778,0.911931818181818,0.875,0.863636363636364,0.125,0.136363636363636,6.41666666666667,0.144736842105263
"7",0.766666666666667,0.333385051635959,0.631578947368421,0.944444444444444,1,0.708333333333333,0,0.291666666666667,3.42857142857143,0
"8",0.766666666666667,0.424523750860527,0.631578947368421,0.87962962962963,0.5,0.944444444444444,0.5,0.0555555555555556,9,0.529411764705882
"9",0.6,0.496961025150754,0.333333333333333,0.703703703703704,0.25,0.833333333333333,0.75,0.166666666666667,1.5,0.9
"10",0.833333333333333,0.439275008429347,0.782608695652174,0.905092592592593,0.75,0.888888888888889,0.25,0.111111111111111,6.75,0.28125
"11",0.8,0.41145204693121,0.7,0.842105263157895,0.636363636363636,0.894736842105263,0.363636363636364,0.105263157894737,6.04545454545455,0.406417112299465
"12",0.8,0.392013128449469,0.666666666666667,0.813664596273292,0.857142857142857,0.782608695652174,0.142857142857143,0.217391304347826,3.94285714285714,0.182539682539683
"13",0.766666666666667,0.439531510826385,0.666666666666667,0.782296650717703,0.636363636363636,0.842105263157895,0.363636363636364,0.157894736842105,4.03030303030303,0.431818181818182
"14",0.866666666666667,0.359538450255646,0.777777777777778,0.863636363636364,0.875,0.863636363636364,0.125,0.136363636363636,6.41666666666667,0.144736842105263
"15",0.766666666666667,0.360516912551219,0.666666666666667,0.903409090909091,0.875,0.727272727272727,0.125,0.272727272727273,3.20833333333333,0.171875
"16",0.733333333333333,0.417856099773782,0.6,0.727513227513227,0.666666666666667,0.761904761904762,0.333333333333333,0.238095238095238,2.8,0.4375
"17",0.833333333333333,0.328855592084738,0.666666666666667,0.878472222222222,0.833333333333333,0.833333333333333,0.166666666666667,0.166666666666667,5,0.2
"18",0.8,0.364749472098671,0.625,0.832298136645963,0.714285714285714,0.826086956521739,0.285714285714286,0.173913043478261,4.10714285714286,0.345864661654135
"19",0.833333333333333,0.392449948583444,0.761904761904762,0.828042328042328,0.888888888888889,0.80952380952381,0.111111111111111,0.19047619047619,4.66666666666667,0.137254901960784
"20",0.7,0.445865816026527,0.526315789473684,0.770334928229665,0.454545454545455,0.842105263157895,0.545454545454545,0.157894736842105,2.87878787878788,0.647727272727273
"21",0.7,0.42524096506092,0.470588235294118,0.7675,0.4,0.85,0.6,0.15,2.66666666666667,0.705882352941177
"22",0.733333333333333,0.461801796283143,0.666666666666667,0.764705882352941,0.615384615384615,0.823529411764706,0.384615384615385,0.176470588235294,3.48717948717949,0.467032967032967
"23",0.833333333333333,0.330783603595719,0.666666666666667,0.861111111111111,0.833333333333333,0.833333333333333,0.166666666666667,0.166666666666667,5,0.2
"24",0.733333333333333,0.434401032102912,0.666666666666667,0.81712962962963,0.666666666666667,0.777777777777778,0.333333333333333,0.222222222222222,3,0.428571428571429
"25",0.8,0.366949191353818,0.666666666666667,0.869565217391304,0.857142857142857,0.782608695652174,0.142857142857143,0.217391304347826,3.94285714285714,0.182539682539683
"26",0.866666666666667,0.375050261223642,0.8,0.894179894179894,0.888888888888889,0.857142857142857,0.111111111111111,0.142857142857143,6.22222222222222,0.12962962962963
"27",0.733333333333333,0.40432320721792,0.636363636363636,0.796296296296296,0.777777777777778,0.714285714285714,0.222222222222222,0.285714285714286,2.72222222222222,0.311111111111111
"28",0.733333333333333,0.374608413630605,0.6,0.832386363636364,0.75,0.727272727272727,0.25,0.272727272727273,2.75,0.34375
"29",0.666666666666667,0.512169501862419,0.545454545454545,0.658730158730159,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,2,0.5
