"name","optimal_cutpoint","AUC_b","AUC_oob","F1_score_b","F1_score_oob","acc_b","acc_oob","sensitivity_b","sensitivity_oob","specificity_b","specificity_oob","cohens_kappa_b","cohens_kappa_oob","TP_b","FP_b","TN_b","FN_b","TP_oob","FP_oob","TN_oob","FN_oob"
"FDG_STAR",0.00569210866752911,0.877217553688142,0.785123966942149,0.777777777777778,0.6,0.835051546391753,0.757575757575758,0.823529411764706,0.545454545454545,0.841269841269841,0.863636363636364,0.647272727272727,0.428571428571428,28,10,53,6,6,3,19,5
"FDG_STAR",0.00640394088669951,0.783380018674136,0.810096153846154,0.72463768115942,0.571428571428571,0.804123711340206,0.714285714285714,0.735294117647059,0.5,0.841269841269841,0.846153846153846,0.572687224669604,0.363636363636364,25,10,53,9,8,4,22,8
"FDG_STAR",0.00477346278317152,0.862278244631186,0.695652173913043,0.773333333333333,0.538461538461538,0.824742268041237,0.657142857142857,0.852941176470588,0.583333333333333,0.80952380952381,0.695652173913043,0.632493871183419,0.268292682926829,29,12,51,5,7,7,16,5
"FDG_NTR",0.479338842975207,0.859038737446198,0.633064516129032,0.771929824561403,0.444444444444444,0.887931034482759,0.767441860465116,0.647058823529412,0.333333333333333,0.98780487804878,0.935483870967742,0.701267828843106,0.317460317460318,22,1,81,12,4,2,29,8
"FDG_NTR",0.474292546831407,0.893113342898135,0.635817307692308,0.825396825396825,0.526315789473684,0.905172413793103,0.8,0.764705882352941,0.384615384615385,0.963414634146341,0.96875,0.760869565217391,0.420600858369099,26,3,79,8,5,1,31,8
"FDG_NTR",0.479338842975207,0.767575322812052,0.785145888594164,0.701754385964912,0.6,0.853448275862069,0.80952380952381,0.588235294117647,0.461538461538462,0.963414634146341,0.96551724137931,0.609350237717908,0.489361702127659,20,3,79,14,6,1,28,7
"FDG_NTR",0.474292546831407,0.836441893830703,0.678571428571429,0.724137931034483,0.625,0.862068965517241,0.842105263157895,0.617647058823529,0.5,0.963414634146341,0.964285714285714,0.635792778649921,0.532786885245902,21,3,79,13,5,1,27,5
"FDG_NTR",0.474292546831407,0.637015781922525,0.838461538461538,0.549019607843137,0.727272727272727,0.801724137931034,0.86046511627907,0.411764705882353,0.615384615384615,0.963414634146341,0.966666666666667,0.439495798319328,0.637640449438202,14,3,79,20,8,1,29,5
"FDG_NTR",0.479338842975207,0.818149210903874,0.683385579937304,0.779661016949153,0.4,0.887931034482759,0.775,0.676470588235294,0.272727272727273,0.975609756097561,0.96551724137931,0.706842923794712,0.296875,23,2,80,11,3,1,28,8
"FDG_NTR",0.495890410958904,0.738163558106169,0.75,0.678571428571429,0.375,0.844827586206897,0.75,0.558823529411765,0.25,0.963414634146341,0.964285714285714,0.5824,0.264705882352941,19,3,79,15,3,1,27,9
"FDG_NTR",0.474292546831407,0.752331420373027,0.782142857142857,0.60377358490566,0.823529411764706,0.818965517241379,0.921052631578947,0.470588235294118,0.7,0.963414634146341,1,0.49835255354201,0.774703557312253,16,3,79,18,7,0,28,3
"FDG_NTR",0.474292546831407,0.695480631276901,0.846320346320346,0.692307692307692,0.692307692307692,0.862068965517241,0.829787234042553,0.529411764705882,0.642857142857143,1,0.909090909090909,0.613976705490848,0.575620767494357,18,0,82,16,9,3,30,5
"FDG_NTR",0.316176470588235,0.817431850789096,0.684722222222222,0.714285714285714,0.428571428571429,0.827586206896552,0.619047619047619,0.735294117647059,0.5,0.865853658536585,0.666666666666667,0.590973201692525,0.151515151515151,25,11,71,9,6,10,20,6
"FDG_NTR",0.474292546831407,0.794835007173601,0.745920745920746,0.716981132075472,0.608695652173913,0.870689655172414,0.804347826086957,0.558823529411765,0.538461538461538,1,0.909090909090909,0.64168039538715,0.481203007518797,19,0,82,15,7,3,30,6
"FDG_NTR",0.474292546831407,0.863342898134864,0.656891495601173,0.736842105263158,0.588235294117647,0.870689655172414,0.833333333333333,0.617647058823529,0.454545454545455,0.975609756097561,0.967741935483871,0.655309033280507,0.494845360824742,21,2,80,13,5,1,30,6
"FDG_NTR",0.474292546831407,0.772238163558106,0.787330316742082,0.67741935483871,0.727272727272727,0.827586206896552,0.872340425531915,0.617647058823529,0.615384615384615,0.914634146341463,0.970588235294118,0.561270801815431,0.6475,21,7,75,13,8,1,33,5
"FDG_NTR",0.493670886075949,0.641319942611191,0.872413793103448,0.549019607843137,0.666666666666667,0.801724137931034,0.871794871794872,0.411764705882353,0.5,0.963414634146341,1,0.439495798319328,0.597938144329897,14,3,79,20,5,0,29,5
"FDG_NTR",0.474292546831407,0.740315638450502,0.732843137254902,0.666666666666667,0.555555555555556,0.836206896551724,0.826086956521739,0.558823529411765,0.416666666666667,0.951219512195122,0.970588235294118,0.563391442155309,0.461988304093567,19,4,78,15,5,1,33,7
"FDG_NTR",0.479338842975207,0.805236728837877,0.683333333333333,0.703703703703704,0.476190476190476,0.862068965517241,0.75,0.558823529411765,0.357142857142857,0.98780487804878,0.933333333333333,0.621533442088091,0.335164835164835,19,1,81,15,5,2,28,9
"FDG_NTR",0.474292546831407,0.75448350071736,0.838235294117647,0.678571428571429,0.705882352941177,0.844827586206897,0.886363636363636,0.558823529411765,0.6,0.963414634146341,0.970588235294118,0.5824,0.638157894736842,19,3,79,15,6,1,33,4
"FDG_NTR",0.360902255639098,0.701578192252511,0.816666666666667,0.631578947368421,0.615384615384615,0.818965517241379,0.787234042553192,0.529411764705882,0.666666666666667,0.939024390243902,0.828571428571429,0.51743264659271,0.469525959367946,18,5,77,16,8,6,29,4
"FDG_NTR",0.474292546831407,0.86280487804878,0.60968660968661,0.774193548387097,0.555555555555556,0.879310344827586,0.8,0.705882352941177,0.384615384615385,0.951219512195122,1,0.692889561270802,0.457627118644068,24,4,78,10,5,0,27,8
"FDG_NTR",0.474292546831407,0.818866571018651,0.675675675675676,0.745762711864407,0.571428571428571,0.870689655172414,0.869565217391304,0.647058823529412,0.444444444444444,0.963414634146341,0.972972972972973,0.661741835147745,0.501805054151624,22,3,79,12,4,1,36,5
"FEC_SUV",2.7,0.771045918367347,0.805263157894737,0.647058823529412,0.727272727272727,0.815384615384615,0.875,0.6875,0.8,0.857142857142857,0.894736842105263,0.522643818849449,0.647058823529412,11,7,42,5,4,2,17,1
"FEC_SUV",2.7,0.936862244897959,0.51953125,0.827586206896552,0.444444444444444,0.923076923076923,0.583333333333333,0.75,0.5,0.979591836734694,0.625,0.778761061946903,0.117647058823529,12,1,48,4,4,6,10,4
"FEC_SUV",2.7,0.727678571428571,0.907563025210084,0.647058823529412,0.714285714285714,0.815384615384615,0.833333333333333,0.6875,0.714285714285714,0.857142857142857,0.882352941176471,0.522643818849449,0.596638655462185,11,7,42,5,5,2,15,2
"FEC_SUV",2.7,0.753826530612245,0.717857142857143,0.666666666666667,0.533333333333333,0.846153846153846,0.740740740740741,0.625,0.571428571428571,0.918367346938776,0.8,0.567243675099867,0.354948805460751,10,4,45,6,4,4,16,3
"FEC_SUV",2.7,0.75,0.697916666666667,0.666666666666667,0.571428571428571,0.846153846153846,0.727272727272727,0.625,0.666666666666667,0.918367346938776,0.75,0.567243675099867,0.377358490566038,10,4,45,6,4,4,12,2
"FEC_SUV",2.7,0.727040816326531,0.740740740740741,0.606060606060606,0.666666666666667,0.8,0.833333333333333,0.625,0.666666666666667,0.857142857142857,0.888888888888889,0.472204871955028,0.555555555555556,10,7,42,6,4,2,16,2
"FEC_SUV",2.1,0.775510204081633,0.767361111111111,0.615384615384615,0.6,0.769230769230769,0.692307692307692,0.75,0.75,0.775510204081633,0.666666666666667,0.458032240133407,0.365853658536585,12,11,38,4,6,6,12,2
"FEC_SUV",2.7,0.638392857142857,0.708333333333333,0.529411764705882,0.571428571428571,0.753846153846154,0.88,0.5625,0.5,0.816326530612245,0.952380952380952,0.363525091799266,0.503311258278146,9,9,40,7,2,1,20,2
"FEC_SUV",2.8,0.661352040816327,0.772727272727273,0.642857142857143,0.5,0.846153846153846,0.793103448275862,0.5625,0.428571428571429,0.938775510204082,0.909090909090909,0.547353760445683,0.37410071942446,9,3,46,7,3,2,20,4
"FEC_SUV",2,0.647959183673469,0.992647058823529,0.511627906976744,0.615384615384615,0.676923076923077,0.761904761904762,0.6875,1,0.673469387755102,0.705882352941177,0.293112377006732,0.477611940298507,11,16,33,5,4,5,12,0
"FEC_SUV",2,0.670918367346939,0.739583333333333,0.571428571428571,0.470588235294118,0.723076923076923,0.590909090909091,0.75,0.666666666666667,0.714285714285714,0.5625,0.383561643835617,0.181818181818182,12,14,35,4,4,7,9,2
"FEC_SUV",2.1,0.754464285714286,0.738888888888889,0.604651162790698,0.545454545454545,0.738461538461539,0.761904761904762,0.8125,0.5,0.714285714285714,0.866666666666667,0.427757638529259,0.385964912280702,13,14,35,3,3,2,13,3
"FEC_SUV",2.8,0.740433673469388,0.885,0.625,0.666666666666667,0.815384615384615,0.88,0.625,0.6,0.877551020408163,0.95,0.502551020408163,0.594594594594595,10,6,43,6,3,1,19,2
"FEC_SUV",2.8,0.698979591836735,0.681372549019608,0.628571428571429,0.444444444444444,0.8,0.782608695652174,0.6875,0.333333333333333,0.836734693877551,0.941176470588235,0.493101379724055,0.327485380116959,11,8,41,5,2,1,16,4
"FEC_SUV",2.8,0.704081632653061,0.805555555555556,0.580645161290323,0.6,0.8,0.826086956521739,0.5625,0.6,0.877551020408163,0.888888888888889,0.449511400651466,0.488888888888889,9,6,43,7,3,2,16,2
"FEC_SUV",3.2,0.788265306122449,0.766917293233083,0.758620689655172,0.363636363636364,0.892307692307692,0.730769230769231,0.6875,0.285714285714286,0.959183673469388,0.894736842105263,0.690265486725664,0.208695652173913,11,2,47,5,2,2,17,5
"FEC_SUV",2,0.603316326530612,0.807017543859649,0.489795918367347,0.533333333333333,0.615384615384615,0.72,0.75,0.666666666666667,0.571428571428571,0.736842105263158,0.236730859558478,0.344569288389513,12,21,28,4,4,5,14,2
"FEC_SUV",2.8,0.600765306122449,0.819444444444444,0.580645161290323,0.615384615384615,0.8,0.807692307692308,0.5625,0.5,0.877551020408163,0.944444444444444,0.449511400651466,0.496124031007752,9,6,43,7,4,1,17,4
"FEC_SUV",2.4,0.716836734693878,0.933333333333333,0.470588235294118,0.909090909090909,0.723076923076923,0.95,0.5,1,0.795918367346939,0.933333333333333,0.283965728274174,0.875,8,10,39,8,5,1,14,0
"FEC_SUV",2.7,0.790178571428571,0.628571428571429,0.685714285714286,0.4,0.830769230769231,0.769230769230769,0.75,0.4,0.857142857142857,0.857142857142857,0.571085782843431,0.257142857142858,12,7,42,4,2,3,18,3
"FEC_STAR",0.00225806451612903,0.721938775510204,0.818181818181818,0.631578947368421,0.444444444444444,0.666666666666667,0.615384615384615,0.857142857142857,1,0.571428571428571,0.545454545454545,0.363636363636364,0.269662921348315,12,12,16,2,2,5,6,0
"FEC_STAR",0.00225806451612903,0.678571428571429,0.770833333333333,0.634146341463415,0.545454545454545,0.642857142857143,0.6875,0.928571428571429,0.75,0.5,0.666666666666667,0.347826086956522,0.333333333333333,13,14,14,1,3,4,8,1
"FEC_STAR",0.00225806451612903,0.86734693877551,0.6,0.777777777777778,0.461538461538462,0.80952380952381,0.5625,1,0.6,0.714285714285714,0.545454545454545,0.625,0.125,14,8,20,0,3,5,6,2
"FEC_STAR",0.00161290322580645,0.798469387755102,0.634920634920635,0.682926829268293,0.571428571428571,0.69047619047619,0.4375,1,0.857142857142857,0.535714285714286,0.111111111111111,0.434782608695652,-0.0285714285714286,14,13,15,0,6,8,1,1
"FEC_STAR",0.00225806451612903,0.795918367346939,0.727272727272727,0.684210526315789,0.615384615384615,0.714285714285714,0.6875,0.928571428571429,0.8,0.607142857142857,0.636363636363636,0.454545454545455,0.375,13,11,17,1,4,4,7,1
"FEC_STAR",0.00347610180012415,0.946428571428571,0.481481481481481,0.866666666666667,0.2,0.904761904761905,0.466666666666667,0.928571428571429,0.166666666666667,0.892857142857143,0.666666666666667,0.793103448275862,-0.176470588235294,13,3,25,1,1,3,6,5
"FEC_STAR",0.00161290322580645,0.642857142857143,0.8,0.604651162790698,0.631578947368421,0.595238095238095,0.5625,0.928571428571429,1,0.428571428571429,0.3,0.28169014084507,0.243243243243243,13,16,12,1,6,7,3,0
"FEC_STAR",0.00225806451612903,0.920918367346939,0.45,0.823529411764706,0.4,0.857142857142857,0.470588235294118,1,0.6,0.785714285714286,0.416666666666667,0.709677419354839,0.0129032258064516,14,6,22,0,3,7,5,2
"FEC_STAR",0.00225806451612903,0.760204081632653,0.740740740740741,0.684210526315789,0.4,0.714285714285714,0.5,0.928571428571429,0.666666666666667,0.607142857142857,0.444444444444444,0.454545454545455,0.0769230769230769,13,11,17,1,2,5,4,1
"FEC_STAR",0.00225806451612903,0.653061224489796,0.9,0.588235294117647,0.714285714285714,0.666666666666667,0.733333333333333,0.714285714285714,1,0.642857142857143,0.6,0.32258064516129,0.5,10,10,18,4,5,4,6,0
"FEC_STAR",0.00413169786959329,0.803571428571429,0.7,0.692307692307692,0,0.80952380952381,0.538461538461538,0.642857142857143,0,0.892857142857143,0.875,0.555555555555556,-0.147058823529412,9,3,25,5,0,1,7,5
"FEC_STAR",0.00247366010077875,0.729591836734694,0.675,0.645161290322581,0.5,0.738095238095238,0.571428571428571,0.714285714285714,0.75,0.75,0.5,0.440677966101695,0.192307692307692,10,7,21,4,3,5,5,1
"FEC_STAR",0.00161290322580645,0.790816326530612,0.666666666666667,0.65,0.588235294117647,0.666666666666667,0.5,0.928571428571429,1,0.535714285714286,0.222222222222222,0.382352941176471,0.169491525423729,13,13,15,1,5,7,2,0
"FEC_STAR",0.00225806451612903,0.813775510204082,0.65,0.666666666666667,0.666666666666667,0.714285714285714,0.692307692307692,0.857142857142857,0.8,0.642857142857143,0.625,0.4375,0.395348837209302,12,10,18,2,4,3,5,1
"FEC_STAR",0.00161290322580645,0.721938775510204,0.833333333333333,0.619047619047619,0.533333333333333,0.619047619047619,0.461538461538462,0.928571428571429,1,0.464285714285714,0.222222222222222,0.314285714285714,0.149532710280374,13,15,13,1,4,7,2,0
"FEC_STAR",0.00161290322580645,0.650510204081633,0.875,0.553191489361702,0.571428571428571,0.5,0.625,0.928571428571429,1,0.285714285714286,0.5,0.16,0.333333333333333,13,20,8,1,4,6,6,0
"FEC_STAR",0.00225806451612903,0.831632653061225,0.75,0.702702702702703,0.6,0.738095238095238,0.733333333333333,0.928571428571429,0.75,0.642857142857143,0.727272727272727,0.492307692307692,0.411764705882353,13,10,18,1,3,3,8,1
"FEC_STAR",0.00129645635263613,0.538265306122449,0.909090909090909,0.549019607843137,0.6,0.452380952380952,0.529411764705882,1,1,0.178571428571429,0.272727272727273,0.126582278481013,0.209302325581395,14,23,5,0,6,8,3,0
"FEC_STAR",0.00339805825242718,0.762755102040816,0.75,0.642857142857143,0.666666666666667,0.761904761904762,0.75,0.642857142857143,0.75,0.821428571428571,0.75,0.464285714285714,0.470588235294118,9,5,23,5,3,2,6,1
"FEC_STAR",0.00386847195357834,0.829081632653061,0.646153846153846,0.8,0.222222222222222,0.880952380952381,0.611111111111111,0.714285714285714,0.2,0.964285714285714,0.769230769230769,0.716981132075472,-0.0327868852459015,10,1,27,4,1,3,10,4
"FEC_NTR",0.367553865652725,0.631410256410256,0.640625,0.555555555555556,0.615384615384615,0.709090909090909,0.772727272727273,0.625,0.666666666666667,0.743589743589744,0.8125,0.343283582089552,0.455445544554455,10,10,29,6,4,3,13,2
"FEC_NTR",0.335403726708075,0.694711538461538,0.633928571428571,0.619047619047619,0.666666666666667,0.709090909090909,0.772727272727273,0.8125,0.625,0.666666666666667,0.857142857142857,0.404600811907984,0.495412844036697,13,13,26,3,5,2,12,3
"FEC_NTR",0.463401210787012,0.761217948717949,0.490196078431373,0.666666666666667,0.181818181818182,0.818181818181818,0.608695652173913,0.625,0.166666666666667,0.897435897435897,0.764705882352941,0.54242928452579,-0.072538860103627,10,4,35,6,1,4,13,5
"FEC_NTR",0.335403726708075,0.584935897435897,0.71875,0.536585365853659,0.5,0.654545454545455,0.7,0.6875,0.75,0.641025641025641,0.6875,0.281786941580756,0.318181818181818,11,14,25,5,3,5,11,1
"FEC_NTR",0.12,0.480769230769231,0.784313725490196,0.470588235294118,0.428571428571429,0.345454545454545,0.304347826086957,1,1,0.0769230769230769,0.0588235294117647,0.046242774566474,0.0315789473684211,16,36,3,0,6,16,1,0
"FEC_NTR",0.12,0.517628205128205,0.638095238095238,0.477611940298507,0.5,0.363636363636364,0.363636363636364,1,1,0.102564102564103,0.0666666666666667,0.0623477837311252,0.0434782608695652,16,35,4,0,7,14,1,0
"FEC_NTR",0.335403726708075,0.678685897435897,0.69047619047619,0.615384615384615,0.444444444444444,0.727272727272727,0.705882352941177,0.75,0.666666666666667,0.717948717948718,0.714285714285714,0.414478353442158,0.273504273504274,12,11,28,4,2,4,10,1
"FEC_NTR",0.335403726708075,0.65224358974359,0.589285714285714,0.615384615384615,0.4,0.727272727272727,0.666666666666667,0.75,0.5,0.717948717948718,0.714285714285714,0.414478353442158,0.181818181818182,12,11,28,4,2,4,10,2
"FEC_NTR",0.335403726708075,0.581730769230769,0.602564102564103,0.523809523809524,0.545454545454545,0.636363636363636,0.736842105263158,0.6875,0.5,0.615384615384615,0.846153846153846,0.25575101488498,0.36241610738255,11,15,24,5,3,2,11,3
"FEC_NTR",0.335403726708075,0.634615384615385,0.65,0.526315789473684,0.461538461538462,0.672727272727273,0.631578947368421,0.625,0.75,0.692307692307692,0.6,0.285714285714286,0.24,10,12,27,6,3,6,9,1
"FEC_NTR",0.367553865652725,0.67948717948718,0.46875,0.6,0.333333333333333,0.709090909090909,0.652173913043478,0.75,0.285714285714286,0.692307692307692,0.8125,0.385474860335196,0.106796116504854,12,12,27,4,2,3,13,5
"FEC_NTR",0.136986301369863,0.443108974358974,0.773809523809524,0.461538461538462,0.5,0.363636363636364,0.4,0.9375,1,0.128205128205128,0.142857142857143,0.0408570004982562,0.0909090909090909,15,34,5,1,6,12,2,0
"FEC_NTR",0.335403726708075,0.75,0.45,0.717948717948718,0.307692307692308,0.8,0.470588235294118,0.875,0.4,0.769230769230769,0.5,0.570617459190916,-0.0851063829787233,14,9,30,2,2,6,6,3
