"","acc","rmse","f1","auc","sens","spec","fnr","fpr","plr","nlr"
"2197",0.85,0.348023339911977,0.785714285714286,0.931623931623932,0.846153846153846,0.851851851851852,0.153846153846154,0.148148148148148,5.71153846153846,0.180602006688963
"2198",0.75,0.425532537166737,0.545454545454545,0.90521978021978,0.428571428571429,0.923076923076923,0.571428571428571,0.0769230769230769,5.57142857142857,0.619047619047619
"2199",0.75,0.435804461121493,0.545454545454545,0.74702380952381,0.5,0.857142857142857,0.5,0.142857142857143,3.5,0.583333333333333
"2200",0.8,0.359802397317338,0.6,0.865203761755486,0.545454545454545,0.896551724137931,0.454545454545455,0.103448275862069,5.27272727272727,0.506993006993007
"2201",0.825,0.359175085614721,0.666666666666667,0.834821428571429,0.583333333333333,0.928571428571429,0.416666666666667,0.0714285714285714,8.16666666666667,0.448717948717949
"2202",0.85,0.366486160561385,0.75,0.897435897435897,0.692307692307692,0.925925925925926,0.307692307692308,0.0740740740740741,9.34615384615385,0.332307692307692
"2203",0.8,0.415867732487939,0.666666666666667,0.777472527472527,0.571428571428571,0.923076923076923,0.428571428571429,0.0769230769230769,7.42857142857143,0.464285714285714
"2204",0.875,0.344023351575419,0.736842105263158,0.832288401253919,0.636363636363636,0.96551724137931,0.363636363636364,0.0344827586206896,18.4545454545455,0.376623376623377
"2205",0.65,0.482704728286696,0.461538461538462,0.769230769230769,0.461538461538462,0.740740740740741,0.538461538461538,0.259259259259259,1.78021978021978,0.726923076923077
"2206",0.8,0.397312370820457,0.636363636363636,0.826210826210826,0.538461538461538,0.925925925925926,0.461538461538462,0.0740740740740741,7.26923076923077,0.498461538461539
"2207",0.85,0.290159968832497,0.7,0.966666666666667,0.7,0.9,0.3,0.1,7,0.333333333333333
"2208",0.75,0.426028074271846,0.545454545454545,0.837797619047619,0.5,0.857142857142857,0.5,0.142857142857143,3.5,0.583333333333333
"2209",0.8,0.395300658540843,0.555555555555556,0.799373040752351,0.454545454545455,0.931034482758621,0.545454545454545,0.0689655172413793,6.59090909090909,0.585858585858586
